dataset,N,N_indexed,method,pattern,frac,seed,query_count,encountered_total_events,predicate_checked_total_events,distance_scored_total_events,frontier_inserted_total_events,expanded_total_events,returned_total_events,encountered_revoked_events,predicate_checked_revoked_events,distance_scored_revoked_events,frontier_inserted_revoked_events,expanded_revoked_events,returned_revoked_events,encountered_revoked_id_count,predicate_checked_revoked_id_count,distance_scored_revoked_id_count,frontier_inserted_revoked_id_count,expanded_revoked_id_count,returned_revoked_id_count,result_leakage,scored_leakage,frontier_leakage,expanded_leakage,operational_leakage
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.0,5,2000,115333,47507,70179,34144,12960,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.0,6,2000,108363,48738,63326,31932,12912,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.0,7,2000,118988,46411,76452,36062,14187,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.0,8,2000,109008,46155,65769,32056,13070,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.0,9,2000,112360,47597,66811,32365,12449,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.0,0,2000,117517,47989,73157,33023,14043,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.0,1,2000,121915,47867,76919,37230,14414,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.0,2,2000,108979,45312,70283,33906,12603,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.0,3,2000,113054,46956,64802,32145,11935,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.0,4,2000,113613,46264,68541,32583,13542,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.0,5,2000,115155,48091,72250,36970,14360,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.0,6,2000,112408,50154,71776,35348,14009,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.0,7,2000,117310,47264,71158,32624,13100,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.0,8,2000,108568,42089,70685,32080,12628,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.0,9,2000,115662,51176,75065,36229,14017,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.0,0,2000,116605,52634,68670,33920,12462,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.0,1,2000,113879,50180,70279,32983,13405,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.0,2,2000,110501,48495,72824,32310,13086,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.0,3,2000,115400,45602,70646,35008,13707,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.0,4,2000,121439,50816,76862,36324,15480,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.0,5,2000,103796,43065,62066,30392,12637,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.0,6,2000,107085,44563,64246,28724,12026,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.0,7,2000,120257,49839,75770,35342,14249,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.0,8,2000,116814,50751,72160,34091,12355,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.0,9,2000,113536,50338,68766,31961,12508,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.0,0,2000,119608,51557,71069,34909,13329,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.0,1,2000,119192,49478,77722,37827,15689,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.0,2,2000,112635,47483,70208,30673,12986,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.0,3,2000,112204,48760,69187,33042,14719,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.0,4,2000,116321,52280,71219,33921,13407,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.0,5,2000,110536,45662,66886,31912,12225,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.0,6,2000,119408,47904,71664,34058,12451,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.0,7,2000,119522,49331,68622,33327,13422,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.0,8,2000,121338,50223,72861,34539,14076,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.0,9,2000,116904,49511,70816,34447,13688,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.0,0,2000,111852,46425,68545,31808,12712,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.0,1,2000,110218,46823,65922,31668,13449,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.0,2,2000,114510,50253,72120,33680,13749,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.0,3,2000,113383,46899,67546,34426,14185,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.0,4,2000,115863,45147,67781,31889,12777,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.0,5,2000,116471,52291,72731,34530,14203,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.0,6,2000,100262,41863,61064,30059,12835,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.0,7,2000,121570,52911,71851,36063,15825,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.0,8,2000,116168,47320,73908,35672,14859,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.0,9,2000,119496,46711,73494,34647,12907,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.0,0,2000,111968,49987,66878,30556,12275,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.0,1,2000,115129,47140,70920,32832,12808,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.0,2,2000,121148,54683,67147,30436,12116,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.0,3,2000,111248,47222,67129,33140,13356,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.0,4,2000,111797,46055,73943,35330,14329,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.0,5,2000,115609,52212,72205,33850,14136,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.0,6,2000,118698,51118,77337,37528,14187,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.0,7,2000,115251,45698,73357,34100,14535,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.0,8,2000,120486,50435,71873,33545,13577,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.0,9,2000,118769,49656,73927,35340,12923,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.0,0,2000,119365,52644,78086,37934,15979,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.0,1,2000,114761,48239,72782,35730,13705,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.0,2,2000,117377,49771,72760,36266,13925,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.0,3,2000,108502,44451,68089,31914,12495,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.0,4,2000,111267,49210,66238,32266,13833,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.0,5,2000,116209,46942,72229,32614,13393,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.0,6,2000,109637,44342,68878,32530,13666,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.0,7,2000,111388,46331,74762,36238,15409,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.0,8,2000,107573,42666,64623,30716,12662,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.0,9,2000,117478,48582,73705,36222,13308,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.0,0,2000,117863,45194,68515,32833,13561,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.0,1,2000,107730,45211,71723,33948,13587,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.0,2,2000,113278,47172,71569,36953,13100,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.0,3,2000,113905,51025,68581,33881,12569,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.0,4,2000,119743,50083,75592,35899,15470,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.0,5,2000,111688,44090,69639,35547,13910,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.0,6,2000,117221,46691,71926,32901,12812,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.0,7,2000,117012,50612,71616,34021,13440,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.0,8,2000,117490,47609,72458,34933,12971,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.0,9,2000,121941,53128,73270,35107,14330,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.0,0,2000,109318,46793,61480,27599,11904,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.0,1,2000,118664,47856,75297,37041,15070,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.0,2,2000,110224,45814,71301,35289,14954,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.0,3,2000,118237,49146,80144,37973,14688,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.0,4,2000,113763,48110,67877,31362,11294,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.0,5,2000,118646,44912,72891,35242,13864,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.0,6,2000,114620,52122,70922,35428,12983,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.0,7,2000,120524,51012,81417,38052,15986,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.0,8,2000,114133,50111,70213,33925,13068,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.0,9,2000,114738,49034,75503,36210,14670,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.0,0,2000,110433,47002,70463,31619,13151,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.0,1,2000,118311,47299,71247,36563,14700,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.0,2,2000,109906,49315,67992,32356,13202,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.0,3,2000,120598,48820,77975,39069,16045,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.0,4,2000,122158,48426,66920,32283,13147,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.0,5,2000,114137,46972,71961,35074,13890,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.0,6,2000,115802,47077,65085,30294,12113,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.0,7,2000,122204,52192,71145,34389,12584,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.0,8,2000,119907,50518,69550,32518,12492,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.0,9,2000,121809,51612,73597,34555,13420,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.0,0,2000,112517,46523,70302,33480,13728,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.0,1,2000,115121,51146,70304,35275,13815,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.0,2,2000,115893,51154,74269,37802,14505,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.0,3,2000,118199,49393,70374,35694,15211,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.0,4,2000,113586,46423,70943,34416,13243,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.0,5,2000,113503,48513,69446,34941,13744,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.0,6,2000,118109,49503,72982,35160,13837,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.0,7,2000,116365,51056,70668,33010,13159,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.0,8,2000,109399,42305,71221,34828,14852,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.0,9,2000,114909,48396,64365,32624,12536,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.0,0,2000,107147,46694,63965,30436,12401,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.0,1,2000,108868,46971,68286,35259,14668,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.0,2,2000,119281,50702,68622,33776,13670,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.0,3,2000,113426,48346,74217,36446,14591,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.0,4,2000,118782,48371,76238,36106,14568,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.0,5,2000,116049,46716,72485,35650,14460,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.0,6,2000,108204,47821,62380,31655,12723,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.0,7,2000,119546,47158,72640,32442,12231,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.0,8,2000,110114,42868,71332,35479,14250,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.0,9,2000,114277,51286,70410,33075,13510,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.1,0,2000,105446,41693,67930,33061,13318,20000,13703,10049,12034,7685,3399,0,13703,10049,12034,7685,3399,0,0.0,0.17715295,0.23244911,0.2552185,0.17212547
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.1,1,2000,125423,51578,74831,37228,13806,20000,15746,11290,13118,8297,3664,0,15746,11290,13118,8297,3664,0,0.0,0.17530168,0.22286988,0.26539186,0.17193295
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.1,2,2000,113783,50485,70066,32584,12242,20000,13279,10205,11675,7224,3442,0,13279,10205,11675,7224,3442,0,0.0,0.16662861,0.2217039,0.28116321,0.16562139
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.1,3,2000,116296,51846,67823,32939,13752,20000,15141,10280,12645,8025,3645,0,15141,10280,12645,8025,3645,0,0.0,0.18644118,0.24363217,0.26505236,0.18076185
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.1,4,2000,117014,47003,73389,32698,12125,20000,14679,10874,12614,8122,4015,0,14679,10874,12614,8122,4015,0,0.0,0.17187862,0.2483944,0.33113402,0.17907996
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.1,5,2000,111711,45455,67355,30746,11974,20000,13752,9771,11181,7168,3426,0,13752,9771,11181,7168,3426,0,0.0,0.16600104,0.23313602,0.28611993,0.16740342
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.1,6,2000,118372,48157,74772,34323,12991,20000,16722,12210,14235,8066,3446,0,16722,12210,14235,8066,3446,0,0.0,0.19037875,0.23500277,0.26526057,0.18120716
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.1,7,2000,116366,51035,74562,35719,14495,20000,15083,11083,12878,7984,3503,0,15083,11083,12878,7984,3503,0,0.0,0.17271532,0.2235225,0.24166954,0.16829447
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.1,8,2000,114309,48769,69403,33117,13228,20000,14019,10775,11594,7974,3263,0,14019,10775,11594,7974,3263,0,0.0,0.1670533,0.24078268,0.24667372,0.16818664
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.1,9,2000,117906,50377,77948,35917,13245,20000,15089,10980,12438,7941,3874,0,15089,10980,12438,7941,3874,0,0.0,0.15956792,0.22109308,0.29248773,0.16486303
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.1,0,2000,114774,50804,72449,35494,15168,20000,16784,12826,14476,8787,3951,0,16784,12826,14476,8787,3951,0,0.0,0.19980952,0.24756297,0.26048259,0.19016009
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.1,1,2000,112101,49320,73025,35672,14647,20000,18111,12466,15160,9083,4228,0,18111,12466,15160,9083,4228,0,0.0,0.20760014,0.25462548,0.28865979,0.1986201
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.1,2,2000,114823,49637,68861,29989,12298,20000,16247,12830,13645,8205,3749,0,16247,12830,13645,8205,3749,0,0.0,0.1981528,0.27360032,0.30484632,0.19519169
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.1,3,2000,114742,49321,71777,35289,13966,20000,17060,12399,14242,8554,4117,0,17060,12399,14242,8554,4117,0,0.0,0.19842011,0.24239848,0.29478734,0.19082903
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.1,4,2000,116329,50680,71951,34637,13722,20000,16763,11712,14187,8889,4071,0,16763,11712,14187,8889,4071,0,0.0,0.19717586,0.25663308,0.29667687,0.19347873
