dataset,N,N_indexed,method,method_family,pattern,frac,roles,users,shared_fraction,exception_rate,seed,experiment,revoked_user_drift10,unaffected_user_drift10,unaffected_user_topk_stability,unaffected_user_recall10,view_isolation_violation_rate,revoked_user_drift10_pct,unaffected_user_drift10_pct,unaffected_user_topk_stability_pct,view_isolation_violation_rate_pct,same_role_drift10,different_role_drift10,ancestor_descendant_drift10,same_role_drift10_pct,different_role_drift10_pct,ancestor_descendant_drift10_pct,revoked_user_recall10_after,metric_scope,source_role
LegalBench-RAG,1200000,1200000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.20894653,0.00236144,0.99763856,0.973226,0.01130894,20.894653,0.236144,99.763856,1.130894,0.00322107,0.00232461,0.00217652,0.322107,0.232461,0.217652,0.951756,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.20459519,0.00222328,0.99777672,0.970019,0.01222096,20.459519,0.222328,99.777672,1.222096,0.00278334,0.00238223,0.00234512,0.278334,0.238223,0.234512,0.953326,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.19887238,0.00257896,0.99742104,0.972364,0.01210714,19.887238,0.257896,99.742104,1.210714,0.00319042,0.00223515,0.00233703,0.319042,0.223515,0.233703,0.953448,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.21064778,0.00270966,0.99729034,0.97222,0.01139222,21.064778,0.270966,99.729034,1.139222,0.00288254,0.00212476,0.00242485,0.288254,0.212476,0.242485,0.947896,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.19763078,0.00244532,0.99755468,0.974275,0.01298234,19.763078,0.244532,99.755468,1.298234,0.00348774,0.00268957,0.00226811,0.348774,0.268957,0.226811,0.950701,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.1975462,0.00271946,0.99728054,0.972761,0.01261377,19.75462,0.271946,99.728054,1.261377,0.00289183,0.00235336,0.00232142,0.289183,0.235336,0.232142,0.954295,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.21313465,0.00237875,0.99762125,0.970564,0.01198832,21.313465,0.237875,99.762125,1.198832,0.00306295,0.00210697,0.00254426,0.306295,0.210697,0.254426,0.951115,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.22201825,0.00249565,0.99750435,0.974097,0.0117933,22.201825,0.249565,99.750435,1.17933,0.00283366,0.00241876,0.00242163,0.283366,0.241876,0.242163,0.947832,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.20371926,0.00271862,0.99728138,0.973566,0.01189487,20.371926,0.271862,99.728138,1.189487,0.00356749,0.00191402,0.0024497,0.356749,0.191402,0.24497,0.951833,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.2144689,0.00187464,0.99812536,0.969887,0.01186275,21.44689,0.187464,99.812536,1.186275,0.00297071,0.00213618,0.00184612,0.297071,0.213618,0.184612,0.952745,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.20568941,0.00252933,0.99747067,0.97128,0.01286606,20.568941,0.252933,99.747067,1.286606,0.0033136,0.00198926,0.00273565,0.33136,0.198926,0.273565,0.951636,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.21332513,0.0025346,0.9974654,0.972952,0.01296496,21.332513,0.25346,99.74654,1.296496,0.00309541,0.00259951,0.00270098,0.309541,0.259951,0.270098,0.951791,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.22389745,0.00233185,0.99766815,0.973438,0.0122131,22.389745,0.233185,99.766815,1.22131,0.00309047,0.00211886,0.00257972,0.309047,0.211886,0.257972,0.948324,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.2115218,0.00242063,0.99757937,0.970196,0.01275239,21.15218,0.242063,99.757937,1.275239,0.00302228,0.00232694,0.00252292,0.302228,0.232694,0.252292,0.949115,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.21492633,0.00219264,0.99780736,0.97025,0.01289383,21.492633,0.219264,99.780736,1.289383,0.00338527,0.0023179,0.00221097,0.338527,0.23179,0.221097,0.949235,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.21959985,0.00230231,0.99769769,0.970122,0.01224126,21.959985,0.230231,99.769769,1.224126,0.00336067,0.00235625,0.00243597,0.336067,0.235625,0.243597,0.952571,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.22410417,0.00258882,0.99741118,0.973843,0.01186623,22.410417,0.258882,99.741118,1.186623,0.00319093,0.00279779,0.00240151,0.319093,0.279779,0.240151,0.951796,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.21548763,0.00221597,0.99778403,0.970581,0.01289133,21.548763,0.221597,99.778403,1.289133,0.00312126,0.00220781,0.00269884,0.312126,0.220781,0.269884,0.949476,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.20800329,0.00194345,0.99805655,0.972667,0.01163284,20.800329,0.194345,99.805655,1.163284,0.00287182,0.00218185,0.00211229,0.287182,0.218185,0.211229,0.951154,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.21632585,0.00246644,0.99753356,0.970545,0.01264308,21.632585,0.246644,99.753356,1.264308,0.00363196,0.00259526,0.00252245,0.363196,0.259526,0.252245,0.950439,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.19916248,0.00255077,0.99744923,0.972518,0.0118962,19.916248,0.255077,99.744923,1.18962,0.00299522,0.00223684,0.0023507,0.299522,0.223684,0.23507,0.952376,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.20616459,0.00180469,0.99819531,0.971061,0.0109927,20.616459,0.180469,99.819531,1.09927,0.00238788,0.0022426,0.00210954,0.238788,0.22426,0.210954,0.953599,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.20799436,0.00214652,0.99785348,0.972647,0.01152095,20.799436,0.214652,99.785348,1.152095,0.00331198,0.00221514,0.00258024,0.331198,0.221514,0.258024,0.951409,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.19206167,0.00213139,0.99786861,0.973266,0.01087551,19.206167,0.213139,99.786861,1.087551,0.00316134,0.0023577,0.00248731,0.316134,0.23577,0.248731,0.945946,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.20735874,0.00223899,0.99776101,0.972356,0.01050941,20.735874,0.223899,99.776101,1.050941,0.00299399,0.00216114,0.00223843,0.299399,0.216114,0.223843,0.953985,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.19056468,0.00236835,0.99763165,0.970467,0.01174686,19.056468,0.236835,99.763165,1.174686,0.00323113,0.00250438,0.0020107,0.323113,0.250438,0.20107,0.95381,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.20246957,0.00282552,0.99717448,0.972615,0.01165362,20.246957,0.282552,99.717448,1.165362,0.0029421,0.00178425,0.00247226,0.29421,0.178425,0.247226,0.94942,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.19780208,0.00233537,0.99766463,0.969218,0.0120349,19.780208,0.233537,99.766463,1.20349,0.00266847,0.00203154,0.00201555,0.266847,0.203154,0.201555,0.953356,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.19227952,0.00221578,0.99778422,0.970117,0.0106542,19.227952,0.221578,99.778422,1.06542,0.00334647,0.00196541,0.00225008,0.334647,0.196541,0.225008,0.952102,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.19934972,0.00246401,0.99753599,0.968732,0.01095993,19.934972,0.246401,99.753599,1.095993,0.00270126,0.00281955,0.00238059,0.270126,0.281955,0.238059,0.9521,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.21486483,0.00281702,0.99718298,0.972689,0.011756,21.486483,0.281702,99.718298,1.1756,0.00305785,0.00256761,0.00271155,0.305785,0.256761,0.271155,0.949258,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.21267363,0.00251404,0.99748596,0.973733,0.01258873,21.267363,0.251404,99.748596,1.258873,0.00319783,0.00263058,0.00230054,0.319783,0.263058,0.230054,0.949968,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.22559474,0.00236089,0.99763911,0.970483,0.01168924,22.559474,0.236089,99.763911,1.168924,0.00340887,0.00219834,0.00243046,0.340887,0.219834,0.243046,0.951221,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.2137972,0.00212441,0.99787559,0.969279,0.01200518,21.37972,0.212441,99.787559,1.200518,0.00343055,0.0023623,0.00238197,0.343055,0.23623,0.238197,0.950734,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.22794556,0.00247554,0.99752446,0.971246,0.01191019,22.794556,0.247554,99.752446,1.191019,0.00316478,0.00255817,0.00216457,0.316478,0.255817,0.216457,0.950751,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.22625227,0.00271345,0.99728655,0.971459,0.01270146,22.625227,0.271345,99.728655,1.270146,0.00266011,0.00242218,0.00268029,0.266011,0.242218,0.268029,0.952331,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.21549174,0.00198483,0.99801517,0.972349,0.0116082,21.549174,0.198483,99.801517,1.16082,0.00319251,0.00231642,0.0024218,0.319251,0.231642,0.24218,0.951718,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.20674269,0.00289071,0.99710929,0.970367,0.01233196,20.674269,0.289071,99.710929,1.233196,0.00310356,0.00223674,0.00240816,0.310356,0.223674,0.240816,0.953842,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.21008593,0.00257752,0.99742248,0.969955,0.01321052,21.008593,0.257752,99.742248,1.321052,0.00287696,0.00213959,0.00278166,0.287696,0.213959,0.278166,0.951321,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,zombie_baseline,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.21888315,0.00242838,0.99757162,0.972003,0.01222453,21.888315,0.242838,99.757162,1.222453,0.00319176,0.00207248,0.00276757,0.319176,0.207248,0.276757,0.949321,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.0988608,0.02134541,0.97865459,0.967135,0.06829083,9.88608,2.134541,97.865459,6.829083,0.02361022,0.02098894,0.01861357,2.361022,2.098894,1.861357,0.955739,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.10078991,0.02362202,0.97637798,0.966441,0.06465105,10.078991,2.362202,97.637798,6.465105,0.02438645,0.01978909,0.01880782,2.438645,1.978909,1.880782,0.958492,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.09525672,0.02089266,0.97910734,0.965949,0.07047413,9.525672,2.089266,97.910734,7.047413,0.02423225,0.02005016,0.01959457,2.423225,2.005016,1.959457,0.957975,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.09196912,0.02048099,0.97951901,0.96805,0.06716688,9.196912,2.048099,97.951901,6.716688,0.02408093,0.02107926,0.02033707,2.408093,2.107926,2.033707,0.963712,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.09115367,0.01948607,0.98051393,0.964651,0.0651676,9.115367,1.948607,98.051393,6.51676,0.0231331,0.02069368,0.01872267,2.31331,2.069368,1.872267,0.960467,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.09423579,0.02150043,0.97849957,0.965435,0.0692968,9.423579,2.150043,97.849957,6.92968,0.02406255,0.02155918,0.01966913,2.406255,2.155918,1.966913,0.95671,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.09344287,0.02095955,0.97904045,0.967445,0.07004055,9.344287,2.095955,97.904045,7.004055,0.02396314,0.02138097,0.01957219,2.396314,2.138097,1.957219,0.956992,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.09031919,0.02118277,0.97881723,0.965174,0.06824449,9.031919,2.118277,97.881723,6.824449,0.0243046,0.01938091,0.01896985,2.43046,1.938091,1.896985,0.958853,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.08750486,0.02061436,0.97938564,0.967687,0.06359202,8.750486,2.061436,97.938564,6.359202,0.02416113,0.01958535,0.01905196,2.416113,1.958535,1.905196,0.959771,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.09326515,0.02237303,0.97762697,0.969903,0.068165,9.326515,2.237303,97.762697,6.8165,0.02337125,0.02094716,0.01904104,2.337125,2.094716,1.904104,0.956522,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.08996797,0.02244208,0.97755792,0.967339,0.07030854,8.996797,2.244208,97.755792,7.030854,0.02359123,0.02179458,0.0194514,2.359123,2.179458,1.94514,0.958029,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.08444929,0.02165834,0.97834166,0.966074,0.06682169,8.444929,2.165834,97.834166,6.682169,0.02566204,0.0229329,0.01999606,2.566204,2.29329,1.999606,0.959084,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.09523761,0.02117698,0.97882302,0.968423,0.07047108,9.523761,2.117698,97.882302,7.047108,0.02576493,0.02031314,0.02159375,2.576493,2.031314,2.159375,0.957783,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.09893354,0.02392784,0.97607216,0.967832,0.07170745,9.893354,2.392784,97.607216,7.170745,0.02450305,0.02055171,0.01898909,2.450305,2.055171,1.898909,0.961937,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.08983198,0.02182085,0.97817915,0.969987,0.07044183,8.983198,2.182085,97.817915,7.044183,0.02672656,0.0219082,0.01987062,2.672656,2.19082,1.987062,0.957776,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Post-filter,filtering_baseline,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.09746011,0.02191489,0.97808511,0.966858,0.0678573,9.746011,2.191489,97.808511,6.78573,0.02406302,0.02196162,0.02061189,2.406302,2.196162,2.061189,0.957969,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
